ds,y,category
2016-09-17,62.0,Women's Apparel
2016-09-18,63.0,Women's Apparel
2016-09-19,57.0,Women's Apparel
2016-09-20,83.0,Women's Apparel
2016-09-21,59.0,Women's Apparel
2016-09-22,57.0,Women's Apparel
2016-09-23,63.0,Women's Apparel
2016-09-24,69.0,Women's Apparel
2016-09-25,58.0,Women's Apparel
2016-09-26,39.0,Women's Apparel
2016-09-27,54.0,Women's Apparel
2016-09-28,41.0,Women's Apparel
2016-09-29,73.0,Women's Apparel
2016-09-30,63.0,Women's Apparel
2016-10-01,73.0,Women's Apparel
2016-10-02,111.0,Women's Apparel
2016-10-03,52.0,Women's Apparel
2016-10-04,80.0,Women's Apparel
2016-10-05,51.0,Women's Apparel
2016-10-06,51.0,Women's Apparel
2016-10-07,40.0,Women's Apparel
2016-10-08,67.0,Women's Apparel
2016-10-09,56.0,Women's Apparel
2016-10-10,35.0,Women's Apparel
2016-10-11,76.0,Women's Apparel
2016-10-12,46.0,Women's Apparel
2016-10-13,65.0,Women's Apparel
2016-10-14,75.0,Women's Apparel
2016-10-15,77.0,Women's Apparel
2016-10-16,73.0,Women's Apparel
2016-10-17,68.0,Women's Apparel
2016-10-18,55.0,Women's Apparel
2016-10-19,68.0,Women's Apparel
2016-10-20,86.0,Women's Apparel
2016-10-21,70.0,Women's Apparel
2016-10-22,52.0,Women's Apparel
2016-10-23,53.0,Women's Apparel
2016-10-24,72.0,Women's Apparel
2016-10-25,76.0,Women's Apparel
2016-10-26,45.0,Women's Apparel
2016-10-27,73.0,Women's Apparel
2016-10-28,35.0,Women's Apparel
2016-10-29,52.0,Women's Apparel
2016-10-30,55.0,Women's Apparel
2016-10-31,64.0,Women's Apparel
2016-11-01,34.0,Women's Apparel
2016-11-02,84.0,Women's Apparel
2016-11-03,53.0,Women's Apparel
2016-11-04,66.0,Women's Apparel
2016-11-05,59.0,Women's Apparel
2016-11-06,71.0,Women's Apparel
2016-11-07,61.0,Women's Apparel
2016-11-08,60.0,Women's Apparel
2016-11-09,68.0,Women's Apparel
2016-11-10,32.0,Women's Apparel
2016-11-11,44.0,Women's Apparel
2016-11-12,69.0,Women's Apparel
2016-11-13,38.0,Women's Apparel
2016-11-14,60.0,Women's Apparel
2016-11-15,41.0,Women's Apparel
2016-11-16,36.0,Women's Apparel
2016-11-17,42.0,Women's Apparel
2016-11-18,60.0,Women's Apparel
2016-11-19,57.0,Women's Apparel
2016-11-20,64.0,Women's Apparel
2016-11-21,54.0,Women's Apparel
2016-11-22,91.0,Women's Apparel
2016-11-23,52.0,Women's Apparel
2016-11-24,48.0,Women's Apparel
2016-11-25,74.0,Women's Apparel
2016-11-26,70.0,Women's Apparel
2016-11-27,57.0,Women's Apparel
2016-11-28,65.0,Women's Apparel
2016-11-29,83.0,Women's Apparel
2016-11-30,69.0,Women's Apparel
2016-12-01,41.0,Women's Apparel
2016-12-02,47.0,Women's Apparel
2016-12-03,56.0,Women's Apparel
2016-12-04,42.0,Women's Apparel
2016-12-05,36.0,Women's Apparel
2016-12-06,71.0,Women's Apparel
2016-12-07,61.0,Women's Apparel
2016-12-08,74.0,Women's Apparel
2016-12-09,79.0,Women's Apparel
2016-12-10,93.0,Women's Apparel
2016-12-11,43.0,Women's Apparel
2016-12-12,38.0,Women's Apparel
2016-12-13,53.0,Women's Apparel
2016-12-14,43.0,Women's Apparel
2016-12-15,57.0,Women's Apparel
2016-12-16,47.0,Women's Apparel
2016-12-17,37.0,Women's Apparel
2016-12-18,84.0,Women's Apparel
2016-12-19,72.0,Women's Apparel
2016-12-20,48.0,Women's Apparel
2016-12-21,45.0,Women's Apparel
2016-12-22,76.0,Women's Apparel
2016-12-23,50.0,Women's Apparel
2016-12-24,39.0,Women's Apparel
2016-12-25,61.0,Women's Apparel
2016-12-26,56.0,Women's Apparel
2016-12-27,71.0,Women's Apparel
2016-12-28,82.0,Women's Apparel
2016-12-29,46.0,Women's Apparel
2016-12-30,69.0,Women's Apparel
2016-12-31,52.0,Women's Apparel
2017-01-01,83.0,Women's Apparel
2017-01-02,68.0,Women's Apparel
2017-01-03,44.0,Women's Apparel
2017-01-04,40.0,Women's Apparel
2017-01-05,44.0,Women's Apparel
2017-01-06,54.0,Women's Apparel
2017-01-07,57.0,Women's Apparel
2017-01-08,60.0,Women's Apparel
2017-01-09,102.0,Women's Apparel
2017-01-10,61.0,Women's Apparel
2017-01-11,64.0,Women's Apparel
2017-01-12,71.0,Women's Apparel
2017-01-13,34.0,Women's Apparel
2017-01-14,74.0,Women's Apparel
2017-01-15,94.0,Women's Apparel
2017-01-16,46.0,Women's Apparel
2017-01-17,75.0,Women's Apparel
2017-01-18,70.0,Women's Apparel
2017-01-19,62.0,Women's Apparel
2017-01-20,62.0,Women's Apparel
2017-01-21,82.0,Women's Apparel
2017-01-22,65.0,Women's Apparel
2017-01-23,58.0,Women's Apparel
2017-01-24,55.0,Women's Apparel
2017-01-25,53.0,Women's Apparel
2017-01-26,54.0,Women's Apparel
2017-01-27,60.0,Women's Apparel
2017-01-28,57.0,Women's Apparel
2017-01-29,64.0,Women's Apparel
2017-01-30,45.0,Women's Apparel
2017-01-31,59.0,Women's Apparel
2017-02-01,43.0,Women's Apparel
2017-02-02,91.0,Women's Apparel
2017-02-03,64.0,Women's Apparel
2017-02-04,65.0,Women's Apparel
2017-02-05,56.0,Women's Apparel
2017-02-06,62.0,Women's Apparel
2017-02-07,101.0,Women's Apparel
2017-02-08,38.0,Women's Apparel
2017-02-09,69.0,Women's Apparel
2017-02-10,65.0,Women's Apparel
2017-02-11,70.0,Women's Apparel
2017-02-12,45.0,Women's Apparel
2017-02-13,67.0,Women's Apparel
2017-02-14,41.0,Women's Apparel
2017-02-15,50.0,Women's Apparel
2017-02-16,37.0,Women's Apparel
2017-02-17,74.0,Women's Apparel
2017-02-18,107.0,Women's Apparel
2017-02-19,64.0,Women's Apparel
2017-02-20,40.0,Women's Apparel
2017-02-21,96.0,Women's Apparel
2017-02-22,80.0,Women's Apparel
2017-02-23,43.0,Women's Apparel
2017-02-24,63.0,Women's Apparel
2017-02-25,76.0,Women's Apparel
2017-02-26,86.0,Women's Apparel
2017-02-27,65.0,Women's Apparel
2017-02-28,79.0,Women's Apparel
2017-03-01,89.0,Women's Apparel
2017-03-02,63.0,Women's Apparel
2017-03-03,72.0,Women's Apparel
2017-03-04,50.0,Women's Apparel
2017-03-05,74.0,Women's Apparel
2017-03-06,50.0,Women's Apparel
2017-03-07,78.0,Women's Apparel
2017-03-08,51.0,Women's Apparel
2017-03-09,70.0,Women's Apparel
2017-03-10,101.0,Women's Apparel
2017-03-11,58.0,Women's Apparel
2017-03-12,73.0,Women's Apparel
2017-03-13,59.0,Women's Apparel
2017-03-14,49.0,Women's Apparel
2017-03-15,53.0,Women's Apparel
2017-03-16,72.0,Women's Apparel
2017-03-17,64.0,Women's Apparel
2017-03-18,33.0,Women's Apparel
2017-03-19,58.0,Women's Apparel
2017-03-20,60.0,Women's Apparel
2017-03-21,37.0,Women's Apparel
2017-03-22,74.0,Women's Apparel
2017-03-23,78.0,Women's Apparel
2017-03-24,55.0,Women's Apparel
2017-03-25,45.0,Women's Apparel
2017-03-26,64.0,Women's Apparel
2017-03-27,68.0,Women's Apparel
2017-03-28,50.0,Women's Apparel
2017-03-29,67.0,Women's Apparel
2017-03-30,76.0,Women's Apparel
2017-03-31,61.0,Women's Apparel
2017-04-01,46.0,Women's Apparel
2017-04-02,60.0,Women's Apparel
2017-04-03,49.0,Women's Apparel
2017-04-04,42.0,Women's Apparel
2017-04-05,42.0,Women's Apparel
2017-04-06,35.0,Women's Apparel
2017-04-07,74.0,Women's Apparel
2017-04-08,42.0,Women's Apparel
2017-04-09,80.0,Women's Apparel
2017-04-10,45.0,Women's Apparel
2017-04-11,58.0,Women's Apparel
2017-04-12,71.0,Women's Apparel
2017-04-13,51.0,Women's Apparel
2017-04-14,74.0,Women's Apparel
2017-04-15,44.0,Women's Apparel
2017-04-16,47.0,Women's Apparel
2017-04-17,67.0,Women's Apparel
2017-04-18,62.0,Women's Apparel
2017-04-19,44.0,Women's Apparel
2017-04-20,53.0,Women's Apparel
2017-04-21,61.0,Women's Apparel
2017-04-22,48.0,Women's Apparel
2017-04-23,51.0,Women's Apparel
2017-04-24,51.0,Women's Apparel
2017-04-25,85.0,Women's Apparel
2017-04-26,55.0,Women's Apparel
2017-04-27,63.0,Women's Apparel
2017-04-28,41.0,Women's Apparel
2017-04-29,52.0,Women's Apparel
2017-04-30,50.0,Women's Apparel
2017-05-01,69.0,Women's Apparel
2017-05-02,75.0,Women's Apparel
2017-05-03,26.0,Women's Apparel
2017-05-04,47.0,Women's Apparel
2017-05-05,89.0,Women's Apparel
2017-05-06,58.0,Women's Apparel
2017-05-07,47.0,Women's Apparel
2017-05-08,38.0,Women's Apparel
2017-05-09,42.0,Women's Apparel
2017-05-10,64.0,Women's Apparel
2017-05-11,49.0,Women's Apparel
2017-05-12,53.0,Women's Apparel
2017-05-13,58.0,Women's Apparel
2017-05-14,64.0,Women's Apparel
2017-05-15,46.0,Women's Apparel
2017-05-16,69.0,Women's Apparel
2017-05-17,59.0,Women's Apparel
2017-05-18,56.0,Women's Apparel
2017-05-19,78.0,Women's Apparel
2017-05-20,70.0,Women's Apparel
2017-05-21,44.0,Women's Apparel
2017-05-22,67.0,Women's Apparel
2017-05-23,37.0,Women's Apparel
2017-05-24,42.0,Women's Apparel
2017-05-25,71.0,Women's Apparel
2017-05-26,46.0,Women's Apparel
2017-05-27,54.0,Women's Apparel
2017-05-28,39.0,Women's Apparel
2017-05-29,62.0,Women's Apparel
2017-05-30,58.0,Women's Apparel
2017-05-31,88.0,Women's Apparel
2017-06-01,44.0,Women's Apparel
2017-06-02,44.0,Women's Apparel
2017-06-03,68.0,Women's Apparel
2017-06-04,77.0,Women's Apparel
2017-06-05,51.0,Women's Apparel
2017-06-06,44.0,Women's Apparel
2017-06-07,67.0,Women's Apparel
2017-06-08,58.0,Women's Apparel
2017-06-09,78.0,Women's Apparel
2017-06-10,34.0,Women's Apparel
2017-06-11,63.0,Women's Apparel
2017-06-12,50.0,Women's Apparel
2017-06-13,97.0,Women's Apparel
2017-06-14,35.0,Women's Apparel
2017-06-15,62.0,Women's Apparel
2017-06-16,61.0,Women's Apparel
2017-06-17,64.0,Women's Apparel
2017-06-18,26.0,Women's Apparel
2017-06-19,65.0,Women's Apparel
2017-06-20,55.0,Women's Apparel
2017-06-21,43.0,Women's Apparel
2017-06-22,64.0,Women's Apparel
2017-06-23,54.0,Women's Apparel
2017-06-24,60.0,Women's Apparel
2017-06-25,84.0,Women's Apparel
2017-06-26,97.0,Women's Apparel
2017-06-27,47.0,Women's Apparel
2017-06-28,78.0,Women's Apparel
2017-06-29,57.0,Women's Apparel
2017-06-30,89.0,Women's Apparel
2017-07-01,40.0,Women's Apparel
2017-07-02,71.0,Women's Apparel
2017-07-03,36.0,Women's Apparel
2017-07-04,60.0,Women's Apparel
2017-07-05,60.0,Women's Apparel
2017-07-06,37.0,Women's Apparel
2017-07-07,83.0,Women's Apparel
2017-07-08,51.0,Women's Apparel
2017-07-09,54.0,Women's Apparel
2017-07-10,33.0,Women's Apparel
2017-07-11,68.0,Women's Apparel
2017-07-12,48.0,Women's Apparel
2017-07-13,65.0,Women's Apparel
2017-07-14,34.0,Women's Apparel
2017-07-15,52.0,Women's Apparel
2017-07-16,61.0,Women's Apparel
2017-07-17,55.0,Women's Apparel
2017-07-18,68.0,Women's Apparel
2017-07-19,56.0,Women's Apparel
2017-07-20,68.0,Women's Apparel
2017-07-21,97.0,Women's Apparel
2017-07-22,56.0,Women's Apparel
2017-07-23,48.0,Women's Apparel
2017-07-24,58.0,Women's Apparel
2017-07-25,47.0,Women's Apparel
2017-07-26,51.0,Women's Apparel
2017-07-27,47.0,Women's Apparel
2017-07-28,53.0,Women's Apparel
2017-07-29,45.0,Women's Apparel
2017-07-30,56.0,Women's Apparel
2017-07-31,85.0,Women's Apparel
2017-08-01,62.0,Women's Apparel
2017-08-02,52.0,Women's Apparel
2017-08-03,87.0,Women's Apparel
2017-08-04,64.0,Women's Apparel
2017-08-05,54.0,Women's Apparel
2017-08-06,71.0,Women's Apparel
2017-08-07,56.0,Women's Apparel
2017-08-08,56.0,Women's Apparel
2017-08-09,62.0,Women's Apparel
2017-08-10,83.0,Women's Apparel
2017-08-11,52.0,Women's Apparel
2017-08-12,53.0,Women's Apparel
2017-08-13,48.0,Women's Apparel
2017-08-14,68.0,Women's Apparel
2017-08-15,55.0,Women's Apparel
2017-08-16,47.0,Women's Apparel
2017-08-17,36.0,Women's Apparel
2017-08-18,68.0,Women's Apparel
2017-08-19,51.0,Women's Apparel
2017-08-20,51.0,Women's Apparel
2017-08-21,85.0,Women's Apparel
2017-08-22,64.0,Women's Apparel
2017-08-23,49.0,Women's Apparel
2017-08-24,55.0,Women's Apparel
2017-08-25,76.0,Women's Apparel
2017-08-26,60.0,Women's Apparel
2017-08-27,69.0,Women's Apparel
2017-08-28,67.0,Women's Apparel
2017-08-29,47.0,Women's Apparel
2017-08-30,56.0,Women's Apparel
2017-08-31,65.0,Women's Apparel
2017-09-01,75.0,Women's Apparel
2017-09-02,55.0,Women's Apparel
2017-09-03,47.0,Women's Apparel
2017-09-04,52.0,Women's Apparel
2017-09-05,49.0,Women's Apparel
2017-09-06,60.0,Women's Apparel
2017-09-07,61.0,Women's Apparel
2017-09-08,79.0,Women's Apparel
2017-09-09,55.0,Women's Apparel
2017-09-10,66.0,Women's Apparel
2017-09-11,78.0,Women's Apparel
2017-09-12,79.0,Women's Apparel
2017-09-13,50.0,Women's Apparel
2017-09-14,45.0,Women's Apparel
2017-09-15,48.0,Women's Apparel
2017-09-16,45.0,Women's Apparel
2017-09-17,64.0,Women's Apparel
2017-09-18,56.0,Women's Apparel
2017-09-19,61.0,Women's Apparel
2017-09-20,58.0,Women's Apparel
2017-09-21,71.0,Women's Apparel
2017-09-22,64.0,Women's Apparel
2017-09-23,51.0,Women's Apparel
2017-09-24,85.0,Women's Apparel
2017-09-25,46.0,Women's Apparel
2017-09-26,79.0,Women's Apparel
2017-09-27,43.0,Women's Apparel
2017-09-28,79.0,Women's Apparel
2017-09-29,82.0,Women's Apparel
2017-09-30,71.0,Women's Apparel
2017-10-01,53.0,Women's Apparel
2017-10-02,25.0,Women's Apparel
2015-01-01,59.0,Indoor/Outdoor Games
2015-01-02,56.0,Indoor/Outdoor Games
2015-01-03,54.0,Indoor/Outdoor Games
2015-01-04,47.0,Indoor/Outdoor Games
2015-01-05,58.0,Indoor/Outdoor Games
2015-01-06,79.0,Indoor/Outdoor Games
2015-01-07,58.0,Indoor/Outdoor Games
2015-01-08,37.0,Indoor/Outdoor Games
2015-01-09,30.0,Indoor/Outdoor Games
2015-01-10,56.0,Indoor/Outdoor Games
2015-01-11,38.0,Indoor/Outdoor Games
2015-01-12,85.0,Indoor/Outdoor Games
2015-01-13,73.0,Indoor/Outdoor Games
2015-01-14,52.0,Indoor/Outdoor Games
2015-01-15,64.0,Indoor/Outdoor Games
2015-01-16,59.0,Indoor/Outdoor Games
2015-01-17,47.0,Indoor/Outdoor Games
2015-01-18,48.0,Indoor/Outdoor Games
2015-01-19,75.0,Indoor/Outdoor Games
2015-01-20,67.0,Indoor/Outdoor Games
2015-01-21,72.0,Indoor/Outdoor Games
2015-01-22,60.0,Indoor/Outdoor Games
2015-01-23,53.0,Indoor/Outdoor Games
2015-01-24,48.0,Indoor/Outdoor Games
2015-01-25,63.0,Indoor/Outdoor Games
2015-01-26,84.0,Indoor/Outdoor Games
2015-01-27,59.0,Indoor/Outdoor Games
2015-01-28,46.0,Indoor/Outdoor Games
2015-01-29,59.0,Indoor/Outdoor Games
2015-01-30,64.0,Indoor/Outdoor Games
2015-01-31,38.0,Indoor/Outdoor Games
2015-02-01,20.0,Indoor/Outdoor Games
2015-02-02,56.0,Indoor/Outdoor Games
2015-02-03,87.0,Indoor/Outdoor Games
2015-02-04,58.0,Indoor/Outdoor Games
2015-02-05,67.0,Indoor/Outdoor Games
2015-02-06,57.0,Indoor/Outdoor Games
2015-02-07,56.0,Indoor/Outdoor Games
2015-02-08,36.0,Indoor/Outdoor Games
2015-02-09,76.0,Indoor/Outdoor Games
2015-02-10,53.0,Indoor/Outdoor Games
2015-02-11,25.0,Indoor/Outdoor Games
2015-02-12,46.0,Indoor/Outdoor Games
2015-02-13,48.0,Indoor/Outdoor Games
2015-02-14,47.0,Indoor/Outdoor Games
2015-02-15,74.0,Indoor/Outdoor Games
2015-02-16,81.0,Indoor/Outdoor Games
2015-02-17,55.0,Indoor/Outdoor Games
2015-02-18,40.0,Indoor/Outdoor Games
2015-02-19,66.0,Indoor/Outdoor Games
2015-02-20,53.0,Indoor/Outdoor Games
2015-02-21,51.0,Indoor/Outdoor Games
2015-02-22,61.0,Indoor/Outdoor Games
2015-02-23,63.0,Indoor/Outdoor Games
2015-02-24,49.0,Indoor/Outdoor Games
2015-02-25,58.0,Indoor/Outdoor Games
2015-02-26,59.0,Indoor/Outdoor Games
2015-02-27,48.0,Indoor/Outdoor Games
2015-02-28,30.0,Indoor/Outdoor Games
2015-03-01,72.0,Indoor/Outdoor Games
2015-03-02,51.0,Indoor/Outdoor Games
2015-03-03,34.0,Indoor/Outdoor Games
2015-03-04,55.0,Indoor/Outdoor Games
2015-03-05,59.0,Indoor/Outdoor Games
2015-03-06,67.0,Indoor/Outdoor Games
2015-03-07,79.0,Indoor/Outdoor Games
2015-03-08,65.0,Indoor/Outdoor Games
2015-03-09,51.0,Indoor/Outdoor Games
2015-03-10,36.0,Indoor/Outdoor Games
2015-03-11,38.0,Indoor/Outdoor Games
2015-03-12,82.0,Indoor/Outdoor Games
2015-03-13,38.0,Indoor/Outdoor Games
2015-03-14,86.0,Indoor/Outdoor Games
2015-03-15,46.0,Indoor/Outdoor Games
2015-03-16,49.0,Indoor/Outdoor Games
2015-03-17,49.0,Indoor/Outdoor Games
2015-03-18,55.0,Indoor/Outdoor Games
2015-03-19,90.0,Indoor/Outdoor Games
2015-03-20,53.0,Indoor/Outdoor Games
2015-03-21,75.0,Indoor/Outdoor Games
2015-03-22,47.0,Indoor/Outdoor Games
2015-03-23,59.0,Indoor/Outdoor Games
2015-03-24,65.0,Indoor/Outdoor Games
2015-03-25,74.0,Indoor/Outdoor Games
2015-03-26,74.0,Indoor/Outdoor Games
2015-03-27,61.0,Indoor/Outdoor Games
2015-03-28,46.0,Indoor/Outdoor Games
2015-03-29,41.0,Indoor/Outdoor Games
2015-03-30,77.0,Indoor/Outdoor Games
2015-03-31,61.0,Indoor/Outdoor Games
2015-04-01,55.0,Indoor/Outdoor Games
2015-04-02,67.0,Indoor/Outdoor Games
2015-04-03,73.0,Indoor/Outdoor Games
2015-04-04,25.0,Indoor/Outdoor Games
2015-04-05,68.0,Indoor/Outdoor Games
2015-04-06,34.0,Indoor/Outdoor Games
2015-04-07,53.0,Indoor/Outdoor Games
2015-04-08,51.0,Indoor/Outdoor Games
2015-04-09,64.0,Indoor/Outdoor Games
2015-04-10,47.0,Indoor/Outdoor Games
2015-04-11,66.0,Indoor/Outdoor Games
2015-04-12,56.0,Indoor/Outdoor Games
2015-04-13,65.0,Indoor/Outdoor Games
2015-04-14,55.0,Indoor/Outdoor Games
2015-04-15,72.0,Indoor/Outdoor Games
2015-04-16,59.0,Indoor/Outdoor Games
2015-04-17,58.0,Indoor/Outdoor Games
2015-04-18,48.0,Indoor/Outdoor Games
2015-04-19,58.0,Indoor/Outdoor Games
2015-04-20,67.0,Indoor/Outdoor Games
2015-04-21,37.0,Indoor/Outdoor Games
2015-04-22,47.0,Indoor/Outdoor Games
2015-04-23,30.0,Indoor/Outdoor Games
2015-04-24,62.0,Indoor/Outdoor Games
2015-04-25,84.0,Indoor/Outdoor Games
2015-04-26,69.0,Indoor/Outdoor Games
2015-04-27,47.0,Indoor/Outdoor Games
2015-04-28,55.0,Indoor/Outdoor Games
2015-04-29,65.0,Indoor/Outdoor Games
2015-04-30,56.0,Indoor/Outdoor Games
2015-05-01,34.0,Indoor/Outdoor Games
2015-05-02,58.0,Indoor/Outdoor Games
2015-05-03,40.0,Indoor/Outdoor Games
2015-05-04,40.0,Indoor/Outdoor Games
2015-05-05,79.0,Indoor/Outdoor Games
2015-05-06,53.0,Indoor/Outdoor Games
2015-05-07,65.0,Indoor/Outdoor Games
2015-05-08,43.0,Indoor/Outdoor Games
2015-05-09,44.0,Indoor/Outdoor Games
2015-05-10,53.0,Indoor/Outdoor Games
2015-05-11,82.0,Indoor/Outdoor Games
2015-05-12,46.0,Indoor/Outdoor Games
2015-05-13,42.0,Indoor/Outdoor Games
2015-05-14,48.0,Indoor/Outdoor Games
2015-05-15,58.0,Indoor/Outdoor Games
2015-05-16,61.0,Indoor/Outdoor Games
2015-05-17,47.0,Indoor/Outdoor Games
2015-05-18,58.0,Indoor/Outdoor Games
2015-05-19,52.0,Indoor/Outdoor Games
2015-05-20,38.0,Indoor/Outdoor Games
2015-05-21,64.0,Indoor/Outdoor Games
2015-05-22,80.0,Indoor/Outdoor Games
2015-05-23,43.0,Indoor/Outdoor Games
2015-05-24,29.0,Indoor/Outdoor Games
2015-05-25,38.0,Indoor/Outdoor Games
2015-05-26,46.0,Indoor/Outdoor Games
2015-05-27,39.0,Indoor/Outdoor Games
2015-05-28,49.0,Indoor/Outdoor Games
2015-05-29,54.0,Indoor/Outdoor Games
2015-05-30,37.0,Indoor/Outdoor Games
2015-05-31,76.0,Indoor/Outdoor Games
2015-06-01,67.0,Indoor/Outdoor Games
2015-06-02,53.0,Indoor/Outdoor Games
2015-06-03,57.0,Indoor/Outdoor Games
2015-06-04,72.0,Indoor/Outdoor Games
2015-06-05,46.0,Indoor/Outdoor Games
2015-06-06,48.0,Indoor/Outdoor Games
2015-06-07,58.0,Indoor/Outdoor Games
2015-06-08,74.0,Indoor/Outdoor Games
2015-06-09,47.0,Indoor/Outdoor Games
2015-06-10,38.0,Indoor/Outdoor Games
2015-06-11,35.0,Indoor/Outdoor Games
2015-06-12,53.0,Indoor/Outdoor Games
2015-06-13,35.0,Indoor/Outdoor Games
2015-06-14,61.0,Indoor/Outdoor Games
2015-06-15,72.0,Indoor/Outdoor Games
2015-06-16,58.0,Indoor/Outdoor Games
2015-06-17,62.0,Indoor/Outdoor Games
2015-06-18,67.0,Indoor/Outdoor Games
2015-06-19,65.0,Indoor/Outdoor Games
2015-06-20,52.0,Indoor/Outdoor Games
2015-06-21,60.0,Indoor/Outdoor Games
2015-06-22,42.0,Indoor/Outdoor Games
2015-06-23,50.0,Indoor/Outdoor Games
2015-06-24,21.0,Indoor/Outdoor Games
2015-06-25,44.0,Indoor/Outdoor Games
2015-06-26,55.0,Indoor/Outdoor Games
2015-06-27,61.0,Indoor/Outdoor Games
2015-06-28,46.0,Indoor/Outdoor Games
2015-06-29,89.0,Indoor/Outdoor Games
2015-06-30,65.0,Indoor/Outdoor Games
2015-07-01,64.0,Indoor/Outdoor Games
2015-07-02,60.0,Indoor/Outdoor Games
2015-07-03,67.0,Indoor/Outdoor Games
2015-07-04,51.0,Indoor/Outdoor Games
2015-07-05,76.0,Indoor/Outdoor Games
2015-07-06,56.0,Indoor/Outdoor Games
2015-07-07,59.0,Indoor/Outdoor Games
2015-07-08,43.0,Indoor/Outdoor Games
2015-07-09,69.0,Indoor/Outdoor Games
2015-07-10,56.0,Indoor/Outdoor Games
2015-07-11,66.0,Indoor/Outdoor Games
2015-07-12,51.0,Indoor/Outdoor Games
2015-07-13,54.0,Indoor/Outdoor Games
2015-07-14,55.0,Indoor/Outdoor Games
2015-07-15,61.0,Indoor/Outdoor Games
2015-07-16,42.0,Indoor/Outdoor Games
2015-07-17,45.0,Indoor/Outdoor Games
2015-07-18,58.0,Indoor/Outdoor Games
2015-07-19,47.0,Indoor/Outdoor Games
2015-07-20,46.0,Indoor/Outdoor Games
2015-07-21,72.0,Indoor/Outdoor Games
2015-07-22,45.0,Indoor/Outdoor Games
2015-07-23,83.0,Indoor/Outdoor Games
2015-07-24,40.0,Indoor/Outdoor Games
2015-07-25,63.0,Indoor/Outdoor Games
2015-07-26,62.0,Indoor/Outdoor Games
2015-07-27,75.0,Indoor/Outdoor Games
2015-07-28,63.0,Indoor/Outdoor Games
2015-07-29,31.0,Indoor/Outdoor Games
2015-07-30,50.0,Indoor/Outdoor Games
2015-07-31,39.0,Indoor/Outdoor Games
2015-08-01,55.0,Indoor/Outdoor Games
2015-08-02,49.0,Indoor/Outdoor Games
2015-08-03,70.0,Indoor/Outdoor Games
2015-08-04,67.0,Indoor/Outdoor Games
2015-08-05,55.0,Indoor/Outdoor Games
2015-08-06,52.0,Indoor/Outdoor Games
2015-08-07,63.0,Indoor/Outdoor Games
2015-08-08,52.0,Indoor/Outdoor Games
2015-08-09,39.0,Indoor/Outdoor Games
2015-08-10,39.0,Indoor/Outdoor Games
2015-08-11,57.0,Indoor/Outdoor Games
2015-08-12,63.0,Indoor/Outdoor Games
2015-08-13,32.0,Indoor/Outdoor Games
2015-08-14,37.0,Indoor/Outdoor Games
2015-08-15,28.0,Indoor/Outdoor Games
2015-08-16,40.0,Indoor/Outdoor Games
2015-08-17,69.0,Indoor/Outdoor Games
2015-08-18,36.0,Indoor/Outdoor Games
2015-08-19,22.0,Indoor/Outdoor Games
2015-08-20,36.0,Indoor/Outdoor Games
2015-08-21,54.0,Indoor/Outdoor Games
2015-08-22,56.0,Indoor/Outdoor Games
2015-08-23,21.0,Indoor/Outdoor Games
2015-08-24,26.0,Indoor/Outdoor Games
2015-08-25,79.0,Indoor/Outdoor Games
2015-08-26,59.0,Indoor/Outdoor Games
2015-08-27,36.0,Indoor/Outdoor Games
2015-08-28,22.0,Indoor/Outdoor Games
2015-08-29,57.0,Indoor/Outdoor Games
2015-08-30,60.0,Indoor/Outdoor Games
2015-08-31,56.0,Indoor/Outdoor Games
2015-09-01,74.0,Indoor/Outdoor Games
2015-09-02,46.0,Indoor/Outdoor Games
2015-09-03,56.0,Indoor/Outdoor Games
2015-09-04,68.0,Indoor/Outdoor Games
2015-09-05,45.0,Indoor/Outdoor Games
2015-09-06,64.0,Indoor/Outdoor Games
2015-09-07,47.0,Indoor/Outdoor Games
2015-09-08,51.0,Indoor/Outdoor Games
2015-09-09,31.0,Indoor/Outdoor Games
2015-09-10,59.0,Indoor/Outdoor Games
2015-09-11,49.0,Indoor/Outdoor Games
2015-09-12,59.0,Indoor/Outdoor Games
2015-09-13,72.0,Indoor/Outdoor Games
2015-09-14,74.0,Indoor/Outdoor Games
2015-09-15,62.0,Indoor/Outdoor Games
2015-09-16,90.0,Indoor/Outdoor Games
2015-09-17,59.0,Indoor/Outdoor Games
2015-09-18,78.0,Indoor/Outdoor Games
2015-09-19,62.0,Indoor/Outdoor Games
2015-09-20,86.0,Indoor/Outdoor Games
2015-09-21,50.0,Indoor/Outdoor Games
2015-09-22,77.0,Indoor/Outdoor Games
2015-09-23,49.0,Indoor/Outdoor Games
2015-09-24,39.0,Indoor/Outdoor Games
2015-09-25,45.0,Indoor/Outdoor Games
2015-09-26,58.0,Indoor/Outdoor Games
2015-09-27,50.0,Indoor/Outdoor Games
2015-09-28,54.0,Indoor/Outdoor Games
2015-09-29,26.0,Indoor/Outdoor Games
2015-09-30,70.0,Indoor/Outdoor Games
2015-10-01,64.0,Indoor/Outdoor Games
2015-10-02,51.0,Indoor/Outdoor Games
2015-10-03,71.0,Indoor/Outdoor Games
2015-10-04,72.0,Indoor/Outdoor Games
2015-10-05,63.0,Indoor/Outdoor Games
2015-10-06,69.0,Indoor/Outdoor Games
2015-10-07,23.0,Indoor/Outdoor Games
2015-10-08,68.0,Indoor/Outdoor Games
